Pair	Ecotype	Population.ID	VH	WW	MSA	MSD	SBA	AREA	ELONG	DISS	CIRC
D04-H05	Headland	H05	-0.43101158	0.906420191	-1.069819936	-0.70669609	-1.361107807	-1.204853601	-0.363453941	-0.334818997	0.532462723
D04-H05	Headland	H05	-1.086074359	-0.173752092	0.274088581	-1.655816974	-0.032305411	-1.864376878	0.220359037	-0.265183872	0.45031738
D04-H05	Headland	H05	-1.312548144	0.773542421	-0.08947496	0.080273683	-1.361107807	-1.789584276	0.496610922	-0.106763862	0.602217227
D04-H05	Headland	H05	-0.43101158	0.15983013	0.75619129	-0.852980205	-1.361107807	-1.564667519	0.113476065	-0.274748351	1.131050591
D04-H05	Headland	H05	0.863845114	0.94851726	-1.069819936	-1.04783694	-1.361107807	-1.358584418	0.563278917	0.400405812	-0.601908592
D04-H05	Headland	H05	0.527851824	0.74099639	-1.069819936	-0.261927372	-1.361107807	-0.6987807	-1.112062895	-0.649232056	-0.394187862
D04-H05	Headland	H05	-0.894593503	0.311098721	-0.08947496	0.080273683	-1.361107807	-1.287614679	0.10268906	-0.002935583	0.122056825
D04-H05	Headland	H05	-0.678017514	0.76893067	-0.08947496	0.080273683	-1.361107807	-1.678514291	0.368531567	-0.11582516	-0.014213471
D04-H05	Headland	H05	-0.894593503	0.126561813	-1.069819936	-0.757250645	-1.361107807	-0.863669404	0.290375574	0.190669593	0.892857383
D05-H06	Headland	H06	-0.17436222	0.854499111	-1.069819936	-0.352678748	-1.361107807	-0.343303339	0.666296624	-0.010906119	1.089498784
D05-H06	Headland	H06	-0.754877087	1.386462175	-1.069819936	-0.943675494	-1.361107807	0.172873053	0.123412198	-0.295684617	0.589077929
D05-H06	Headland	H06	-0.582419064	-0.165764831	-1.069819936	0.569977019	-0.513034009	-0.757023225	0.616637808	0.179170916	0.809716748
D05-H06	Headland	H06	-0.703112647	0.192464727	-1.069819936	0.132585115	-1.361107807	-0.233185724	0.46339751	-0.366171589	0.869380107
D05-H06	Headland	H06	-0.19103585	-0.51844385	-1.069819936	-0.740273053	-1.361107807	-0.080100143	0.835560146	-0.074832431	0.751704245
D05-H06	Headland	H06	-0.955199025	-0.988626759	-1.069819936	-0.600896129	-1.361107807	-0.549933509	0.609027637	-0.178440929	1.57500858
D05-H06	Headland	H06	-0.582419064	-0.40481562	-1.069819936	1.190982993	-1.361107807	-0.025108156	-0.181071758	-0.540233166	0.552589394
D05-H06	Headland	H06	-1.052040263	-2.163337725	-1.069819936	-0.395826733	-1.361107807	-0.284340816	0.210236231	-0.439052469	0.967689433
D05-H06	Headland	H06	-0.410813301	-0.840627065	-1.069819936	-0.181275615	-0.032305411	-0.813412454	1.027830541	-0.064204212	1.692723406
D05-H06	Headland	H06	-0.808892849	-1.136529601	-1.069819936	-0.289464411	-1.361107807	-1.138938833	-0.282790195	-0.54559445	0.71436805
D05-H06	Headland	H06	-0.653419348	-0.73745623	-1.069819936	-0.47713863	-1.361107807	-0.584272994	0.467510663	-0.303643519	1.346313634
D05-H06	Headland	H06	-0.653419348	-0.619253191	-1.069819936	-0.317341421	-1.361107807	0.092853988	0.158714929	-0.315322407	0.654103141
D05-H06	Headland	H06	0.19534687	0.262144976	-1.069819936	0.032734893	0.175332328	-0.730107363	0.541249447	-0.140143911	1.007086109
D05-H06	Headland	H06	0.106127327	0.352815048	-1.069819936	0.845903659	-1.361107807	-1.226314342	-0.208696586	-0.548742417	0.522339088
D05-H06	Headland	H06	0.46016841	0.317120746	-1.069819936	0.423301495	-1.361107807	-0.349797513	-0.016190792	-0.532258867	0.872326702
D05-H06	Headland	H06	0.323760029	0.058022093	-1.069819936	-1.593264244	-1.361107807	0.232403166	-0.377945558	-0.679305692	0.592369155
D05-H06	Headland	H06	-0.390938208	-0.095507239	-1.069819936	0.14975637	0.541848705	-0.652400547	-0.312668687	-0.600749934	0.288722291
D05-H06	Headland	H06	0.669968564	1.195903242	-1.069819936	1.436067686	-1.361107807	-0.685282979	0.515760934	-0.310177109	1.316835985
D05-H06	Headland	H06	0.024196529	0.280666935	-1.069819936	0.964236542	-1.361107807	-0.501443309	-0.380256139	-0.650479124	0.66850655
D05-H06	Headland	H06	0.440133027	0.133267358	-1.069819936	0.616825362	-1.361107807	-0.430924313	0.059427631	-0.468957299	0.773232188
D05-H06	Headland	H06	1.018896181	0.952670631	-1.069819936	0.488033864	-1.361107807	0.298391503	-0.766501011	-0.660315051	0.209631184
D05-H06	Headland	H06	0.919997807	1.581084189	0.636492963	0.200500284	0.326025387	0.7241884	0.481323486	-0.223849975	1.213450497
D05-H06	Headland	H06	0.323760029	-0.189839201	0.854769809	0.319942072	0.175332328	0.379024494	0.604365585	0.044966481	1.145632424
D05-H06	Headland	H06	-1.271817715	-1.252727649	-1.069819936	-0.338477386	-1.361107807	-0.118030237	0.677330479	-0.100017681	1.026556995
D05-H06	Headland	H06	-0.018888719	0.750358515	-1.069819936	0.862598812	-1.361107807	-0.82166135	0.060689329	-0.380424682	0.939168938
D05-H06	Headland	H06	-0.225069946	-0.142024065	-0.06562228	-0.303359895	0.175332328	0.069103891	0.077590784	-0.356748541	0.815746727
D05-H06	Headland	H06	-0.225069946	-1.620068473	-1.069819936	-0.774356857	-1.361107807	-0.523069782	0.522802149	-0.098900727	0.924787345
D05-H06	Headland	H06	-0.242443191	-0.239027207	-1.069819936	0.304021847	-1.361107807	-0.424034071	-0.522817019	-0.532485328	-0.16044789
D05-H06	Headland	H06	-1.232380536	0.113071471	-1.069819936	-0.214531138	-1.361107807	-0.891441719	0.060958805	-0.505730581	1.331617697
D05-H06	Headland	H06	0.409460684	-0.057685294	-1.069819936	0.77353902	-1.361107807	-0.6426881	0.562123402	-0.356698914	0.748613836
D32-H12	Headland	H12	-0.17436222	-0.40481562	0.636492963	-0.800261643	0.326025387	-1.407090007	0.768472005	0.0752852	1.903128143
D32-H12	Headland	H12	-1.816203439	-2.088292246	0.636492963	-0.078034358	-1.361107807	-1.313057468	1.709294789	0.180725424	2.524093941
D32-H12	Headland	H12	-0.8653647	-0.239027207	0.636492963	-0.791593651	0.696781674	-1.66396682	1.984106233	0.561791085	2.183062895
D32-H12	Headland	H12	-1.194157003	0.11982992	-1.069819936	0.183712034	-1.361107807	-1.815013581	2.430364294	1.021910998	2.142370692
D32-H12	Headland	H12	-0.808892849	-0.38658923	0.636492963	-0.207840735	-1.361107807	-1.746416434	1.152966592	0.14307337	1.991729774
D32-H12	Headland	H12	-2.677207852	-0.975793257	0.081420659	-0.608860896	-1.361107807	-1.861423284	2.223381471	0.708785825	2.646855921
D32-H12	Headland	H12	-1.354659526	-0.206078797	-1.069819936	-0.999894393	-1.361107807	-0.96191722	1.305515048	0.035174177	2.163682959
D32-H12	Headland	H12	-2.093384949	-1.094909793	-1.069819936	-0.569315067	-1.361107807	-2.203851939	0.82607542	-0.107520584	1.660569872
D32-H12	Headland	H12	-2.259253212	-0.341853933	-1.069819936	0.161131755	-1.361107807	-1.491464898	1.678167207	0.957376806	1.843628319
D32-H12	Headland	H12	-1.879918266	-0.3685547	-1.069819936	-0.352678748	-1.361107807	-1.712484709	2.219594469	0.768398861	2.200553244
D32-H12	Headland	H12	-1.398248798	-0.888553673	-1.069819936	-1.239908704	-1.361107807	-1.181330485	2.237492563	1.079062287	2.093752062
D32-H12	Headland	H12	-1.642595794	-0.937859652	1.31921342	-0.522756528	0.326025387	-1.230027394	1.408847587	0.374301363	1.520881653
D32-H12	Headland	H12	-1.879918266	-1.014585809	0.081420659	-0.608860896	-1.361107807	-1.698445855	2.478525108	0.869076413	3.113954947
D32-H12	Headland	H12	-1.232380536	0.230822997	0.081420659	-0.608860896	-1.361107807	-1.891250385	1.943208319	0.400218532	2.930006125
D32-H12	Headland	H12	-1.697812298	-0.013374259	-1.069819936	-1.484858988	-1.361107807	-1.732026602	2.568562431	0.982049994	2.949532765
D32-H12	Headland	H12	-1.755597917	-0.608901108	-1.069819936	0.448418652	-1.361107807	-1.903365866	1.469895266	0.223703934	2.447791188
D32-H12	Headland	H12	-1.354659526	-0.963055173	0.636492963	-1.449850393	0.326025387	-1.429850509	1.947663979	0.731450353	2.142370692
D32-H12	Headland	H12	-1.589729654	-2.063990214	-1.069819936	-1.910699574	-1.361107807	-1.400054368	2.305372841	0.81314889	2.972767724
D32-H12	Headland	H12	-1.589729654	-2.324074069	-1.069819936	-0.906959089	0.326025387	-1.851623811	1.338623614	0.033610899	2.066332891
D32-H12	Headland	H12	-1.539021928	-0.913029297	-1.069819936	-0.003587753	-1.361107807	-1.623708072	1.118606792	-0.12060452	1.989836249
D32-H12	Headland	H12	-2.450734068	-1.657724154	-1.069819936	-2.642231479	-1.361107807	-1.686279027	2.747992442	1.089973722	3.18820175
D32-H12	Headland	H12	-1.232380536	-1.796445576	-1.069819936	-1.381420637	-1.361107807	-1.262636787	1.078172943	0.132252452	1.845634331
D32-H12	Headland	H12	-1.816203439	-0.558058668	0.081420659	-0.608860896	-1.361107807	-1.602386375	1.450880476	0.120598438	2.276107378
D32-H12	Headland	H12	-1.879918266	-0.629668205	-1.069819936	-0.835270238	-1.361107807	-0.932691178	1.278316499	0.399248604	2.306377771
D32-H12	Headland	H12	-1.947078773	-3.227572549	-1.069819936	-1.177471294	-1.361107807	-1.391659125	1.286068932	0.476783638	2.03117028
D32-H12	Headland	H12	-2.173552558	-1.529398401	-1.069819936	-0.317341421	-1.361107807	-1.766453081	1.688538099	0.289148769	2.536336107
D32-H12	Headland	H12	-1.490303261	-0.7263671	0.081420659	-0.608860896	-1.361107807	-0.822580976	1.820454079	0.416129107	2.638072354
D32-H12	Headland	H12	-0.894593503	-0.395678187	-1.069819936	-0.538169619	-1.361107807	-2.099299823	1.650719369	0.385641663	2.176032795
D32-H12	Headland	H12	-1.697812298	-1.426571674	-1.069819936	-0.57716902	-1.361107807	-1.965608234	2.315420954	0.720102583	2.698927052
D32-H12	Headland	H12	-2.677207852	-0.805541924	-1.069819936	0.161131755	-1.361107807	-1.871293518	1.862601039	0.374927512	2.881186729
D12-H14	Headland	H14	-0.45154373	0.218132091	-1.069819936	-1.208474195	-1.361107807	0.576097045	1.916279314	3.405965119	-0.865524914
D12-H14	Headland	H14	-1.157074643	-1.027714337	-1.069819936	-1.315003815	-1.361107807	-0.697820712	-0.561205365	-0.506772416	0.467652093
D12-H14	Headland	H14	-1.642595794	-0.528262012	0.327042118	0.038732264	-1.361107807	-1.147079348	-0.029507445	-0.355638364	0.720629101
D12-H14	Headland	H14	0.735360862	0.387780844	-1.069819936	0.850089034	0.696781674	0.032686681	1.766608186	2.592677805	-1.46303189
D12-H14	Headland	H14	-0.703112647	-0.3685547	-1.069819936	0.211623504	-1.361107807	-1.024444333	0.095854451	-0.437147859	0.303511192
D12-H14	Headland	H14	-0.836807884	-0.149901157	0.327042118	0.038732264	-1.361107807	-1.033001612	0.58951693	-0.110028697	0.539189394
D12-H14	Headland	H14	-0.410813301	-0.5986112	0.327042118	0.038732264	0.326025387	-0.211246504	-0.362360549	-0.504916854	-0.301563238
D12-H14	Headland	H14	-1.018913852	-0.23073051	-1.069819936	-0.632925165	-1.361107807	-0.7104745	0.883274443	0.253712462	-0.32507865
D12-H14	Headland	H14	-0.559626374	-0.432524006	0.636492963	-1.208474195	0.541848705	0.432581277	2.495700607	6.308994728	-3.671366891
D12-H14	Headland	H14	-0.582419064	-1.267822588	0.636492963	0.038732264	0.077475431	-0.746541222	-0.457768033	-0.490751534	0.251367731
D12-H14	Headland	H14	-0.333152589	-0.042787248	-1.069819936	0.200500284	0.541848705	-0.320176489	-0.147636257	-0.460614769	-0.431221889
D12-H14	Headland	H14	-0.582419064	0.329101666	0.327042118	0.038732264	-1.361107807	-0.852340434	0.028565911	0.243370272	-0.796292556
D12-H14	Headland	H14	-0.390938208	-0.020680303	-1.069819936	1.540083705	-1.361107807	-0.338130121	1.739944776	2.308087404	-0.936703165
D12-H14	Headland	H14	-0.836807884	-0.134183024	0.327042118	0.038732264	-1.361107807	-0.924737577	-0.492968297	-0.601183787	0.055854592
D12-H14	Headland	H14	-0.986647966	-0.189839201	1.31921342	-0.366969993	-1.361107807	-0.399512854	-0.51371796	-0.205453233	0.068020794
D12-H14	Headland	H14	-0.955199025	-1.179185693	-1.069819936	-0.003587753	0.817727683	-0.351100059	0.208067929	0.521770257	-0.562683346
D12-H14	Headland	H14	-1.312548144	-1.20822477	-1.069819936	-0.715043638	-1.361107807	-0.291807496	-1.23181577	-0.703398746	-0.32035807
D12-H14	Headland	H14	-0.986647966	-0.925399492	0.327042118	0.038732264	0.696781674	-0.733550742	1.279297779	2.42282639	-1.418985688
D12-H14	Headland	H14	-0.678017514	-1.150630624	-1.069819936	-0.49983238	-1.361107807	0.456970266	1.261332631	1.525696053	-0.099207785
D12-H14	Headland	H14	-0.109819557	0.698221961	-1.069819936	0.803617607	0.326025387	0.735712045	1.439533554	3.137502371	-1.202870123
D12-H14	Headland	H14	-0.242443191	-0.197939758	-1.069819936	-1.106744868	-1.361107807	0.445012151	1.150452427	1.200462003	-0.205115595
D12-H14	Headland	H14	-0.653419348	-0.050220078	0.636492963	0.032734893	-1.361107807	0.876236202	2.492554527	5.086940326	-2.22640916
D12-H14	Headland	H14	-0.728725241	-1.150630624	-1.069819936	-0.234722114	-1.361107807	-0.030766578	-0.51336017	-0.528232975	0.310873389
D12-H14	Headland	H14	-0.45154373	-0.937859652	-1.069819936	0.014646605	0.326025387	-0.704554821	0.113180598	-0.377033267	0.88407889
D12-H14	Headland	H14	-1.589729654	-0.771160881	-1.069819936	-0.454670692	-1.361107807	-0.779122337	0.142012365	-0.077049888	-0.099207785
D12-H14	Headland	H14	-0.410813301	0.520916889	1.234133227	2.160996477	0.696781674	-1.327621514	0.119810588	-0.471448582	-0.134020596
D12-H14	Headland	H14	-0.836807884	-0.568107169	-1.069819936	0.319942072	-1.361107807	-0.751772177	0.028799893	-0.423805227	1.552596111
D12-H14	Headland	H14	-1.312548144	-0.578214953	0.327042118	0.038732264	-1.361107807	-1.221379243	0.918220436	-0.163369826	1.135035789
D12-H14	Headland	H14	-1.312548144	-1.443286583	1.278286236	-1.018949436	1.001071767	0.05319971	0.864630674	0.162646684	1.094898773
D12-H14	Headland	H14	-0.8653647	0.106286256	-1.069819936	-0.817698094	-1.361107807	-0.575798901	-0.055051557	-0.288880396	-0.50115985
